"","country","agemin","agemax","tarspec","with_expats","mau"
"31","FO","18","65","{""geo_locations"":{""countries"":[""FO""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","2300"
"32","FO","18","65","{""geo_locations"":{""countries"":[""FO""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","44100"
"33","FI","18","65","{""geo_locations"":{""countries"":[""FI""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","162400"
"34","FI","18","65","{""geo_locations"":{""countries"":[""FI""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","3800000"
"35","FR","18","65","{""geo_locations"":{""countries"":[""FR""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","4100000"
"36","FR","18","65","{""geo_locations"":{""countries"":[""FR""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","47600000"
"37","GB","18","65","{""geo_locations"":{""countries"":[""GB""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","4400000"
"38","GB","18","65","{""geo_locations"":{""countries"":[""GB""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","54800000"
"39","GE","18","65","{""geo_locations"":{""countries"":[""GE""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","123000"
"40","GE","18","65","{""geo_locations"":{""countries"":[""GE""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","3400000"
"41","GI","18","65","{""geo_locations"":{""countries"":[""GI""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","2700"
"42","GI","18","65","{""geo_locations"":{""countries"":[""GI""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","31100"
"43","GR","18","65","{""geo_locations"":{""countries"":[""GR""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","519600"
"44","GR","18","65","{""geo_locations"":{""countries"":[""GR""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","7500000"
"45","HU","18","65","{""geo_locations"":{""countries"":[""HU""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","201600"
"46","HU","18","65","{""geo_locations"":{""countries"":[""HU""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","7100000"
"47","HR","18","65","{""geo_locations"":{""countries"":[""HR""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","133800"
"48","HR","18","65","{""geo_locations"":{""countries"":[""HR""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","2600000"
"49","IE","18","65","{""geo_locations"":{""countries"":[""IE""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","414600"
"50","IE","18","65","{""geo_locations"":{""countries"":[""IE""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","3900000"
"51","IS","18","65","{""geo_locations"":{""countries"":[""IS""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","28900"
"52","IS","18","65","{""geo_locations"":{""countries"":[""IS""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","325600"
"53","IT","18","65","{""geo_locations"":{""countries"":[""IT""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","2900000"
"54","IT","18","65","{""geo_locations"":{""countries"":[""IT""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","44000000"
"55","LI","18","65","{""geo_locations"":{""countries"":[""LI""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","3600"
"56","LI","18","65","{""geo_locations"":{""countries"":[""LI""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","18600"
"57","LT","18","65","{""geo_locations"":{""countries"":[""LT""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","36000"
"58","LT","18","65","{""geo_locations"":{""countries"":[""LT""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","2100000"
"59","LU","18","65","{""geo_locations"":{""countries"":[""LU""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65,""flexible_spec"":[{""behaviors"":[{""id"":""6015559470583"",""name"":""Livesabroad""}]}]}","TRUE","124400"
"60","LU","18","65","{""geo_locations"":{""countries"":[""LU""],""location_types"":[""home""]},""publisher_platforms"":[""facebook"",""instagram"",""audience_network"",""messenger""],""facebook_positions"":[""feed"",""instant_article"",""instream_video"",""right_hand_column"",""video_feeds"",""marketplace"",""story"",""facebook_reels_overlay"",""search"",""groups_feed""],""instagram_positions"":[""stream"",""story"",""explore"",""reels"",""shop""],""messenger_positions"":[""messenger_home"",""story""],""device_platforms"":[""mobile"",""desktop""],""audience_network_positions"":[""classic"",""rewarded_video""],""oculus_positions"":[],""excluded_publisher_list_ids"":[],""user_device"":[],""excluded_user_device"":[],""user_os"":[],""wireless_carrier"":[],""targeting_optimization"":""none"",""brand_safety_content_filter_levels"":[""FACEBOOK_STANDARD"",""AN_STANDARD""],""excluded_brand_safety_content_types"":[],""age_min"":18,""age_max"":65}","FALSE","463900"
