query_time,dau,behaviors,mau,mau_lower,mau_upper,country,age_group,gender_alias
2024-06-01 03:30:13,989,Lived in Germany (Formerly Expats - Germany),1000,1000,1000,DE,45-49,M
2024-06-01 03:30:45,7218,Lived in Italy (Formerly Expats - Italy),8200,7500,8900,DE,45-49,M
2024-06-01 03:31:06,659,Lived in Netherlands (Formerly Expats - Netherlands),1050,1000,1100,DE,45-49,M
2024-06-01 03:31:28,14902,Lived in Poland (Formerly Expats - Poland),16150,14800,17500,DE,45-49,M
2024-06-01 03:32:34,1389,Lived in Spain (Formerly Expats - Spain),1600,1500,1700,DE,45-49,M
2024-06-01 03:32:44,996,Lived in Sweden (Formerly Expats - Sweden),1000,1000,1000,DE,45-49,M
2024-06-01 03:33:05,1199,Lived in United Kingdom (Formerly Expats - United Kingdom),1300,1200,1400,DE,45-49,M
2024-06-01 03:35:02,873,Lived in France (Formerly Expats - France),1000,1000,1000,DE,45-49,F
2024-06-01 03:35:13,0,Lived in Germany (Formerly Expats - Germany),1000,1000,1000,DE,45-49,F
2024-06-01 03:35:46,6310,Lived in Italy (Formerly Expats - Italy),6550,6000,7100,DE,45-49,F
2024-06-01 03:36:07,998,Lived in Netherlands (Formerly Expats - Netherlands),1000,1000,1000,DE,45-49,F
2024-06-01 03:36:28,24473,Lived in Poland (Formerly Expats - Poland),24800,22800,26800,DE,45-49,F
2024-06-01 03:37:33,926,Lived in Spain (Formerly Expats - Spain),1600,1500,1700,DE,45-49,F
2024-06-01 03:37:44,664,Lived in Sweden (Formerly Expats - Sweden),1000,1000,1000,DE,45-49,F
2024-06-01 04:23:08,732,Lived in United Kingdom (Formerly Expats - United Kingdom),1050,1000,1100,DE,45-49,F
2024-06-01 04:25:05,1439,Lived in France (Formerly Expats - France),1700,1600,1800,DE,50-54,all
2024-06-01 04:25:16,0,Lived in Germany (Formerly Expats - Germany),1000,1000,1000,DE,50-54,all
2024-06-01 04:25:47,14241,Lived in Italy (Formerly Expats - Italy),15350,14100,16600,DE,50-54,all
2024-06-01 04:26:07,1149,Lived in Netherlands (Formerly Expats - Netherlands),2150,2000,2300,DE,50-54,all
2024-06-01 04:26:29,30599,Lived in Poland (Formerly Expats - Poland),33400,30700,36100,DE,50-54,all
2024-06-01 04:27:33,1993,Lived in Spain (Formerly Expats - Spain),2650,2400,2900,DE,50-54,all
2024-06-01 04:27:44,799,Lived in Sweden (Formerly Expats - Sweden),1000,1000,1000,DE,50-54,all
2024-06-01 04:28:05,1347,Lived in United Kingdom (Formerly Expats - United Kingdom),2400,2200,2600,DE,50-54,all
2024-06-01 04:30:02,998,Lived in France (Formerly Expats - France),1000,1000,1000,DE,50-54,M
2024-06-01 04:30:12,0,Lived in Germany (Formerly Expats - Germany),1000,1000,1000,DE,50-54,M
2024-06-01 04:30:44,8040,Lived in Italy (Formerly Expats - Italy),8450,7800,9100,DE,50-54,M
2024-06-01 04:31:05,973,Lived in Netherlands (Formerly Expats - Netherlands),1200,1100,1300,DE,50-54,M
2024-06-01 04:31:26,11073,Lived in Poland (Formerly Expats - Poland),12600,11600,13600,DE,50-54,M
2024-06-01 04:32:28,762,Lived in Spain (Formerly Expats - Spain),1300,1200,1400,DE,50-54,M
2024-06-01 04:32:39,831,Lived in Sweden (Formerly Expats - Sweden),1000,1000,1000,DE,50-54,M
2024-06-01 04:33:00,746,Lived in United Kingdom (Formerly Expats - United Kingdom),1450,1300,1600,DE,50-54,M
2024-06-01 04:34:59,764,Lived in France (Formerly Expats - France),1000,1000,1000,DE,50-54,F
2024-06-01 04:35:10,0,Lived in Germany (Formerly Expats - Germany),1000,1000,1000,DE,50-54,F
2024-06-01 04:35:41,6430,Lived in Italy (Formerly Expats - Italy),6750,6200,7300,DE,50-54,F
2024-06-01 04:36:02,549,Lived in Netherlands (Formerly Expats - Netherlands),1050,1000,1100,DE,50-54,F
2024-06-01 04:36:24,19096,Lived in Poland (Formerly Expats - Poland),20150,18500,21800,DE,50-54,F
2024-06-01 04:37:30,1152,Lived in Spain (Formerly Expats - Spain),1300,1200,1400,DE,50-54,F
2024-06-01 04:37:41,748,Lived in Sweden (Formerly Expats - Sweden),1000,1000,1000,DE,50-54,F
2024-06-01 04:38:04,635,Lived in United Kingdom (Formerly Expats - United Kingdom),1000,1000,1000,DE,50-54,F
2024-06-01 04:40:06,983,Lived in France (Formerly Expats - France),1500,1400,1600,DE,55-59,all
